RefNo,Name,COUNTRY,REGION,Constituency/District,Year First Elected/Appointed,Out/Not Out (When First Elected),Year Out,Year Leaving Office,LGBTQ,Gender Identity,Party Affiliation,Party Ideology Family,Legislative Body,Level of Government,Position,Biography/Website,Elected/Appointed,City,State,Age,Current,Source,Race/Ethnicity
291,Shawn Raup-Konsavage,USA,North America,#N/A,2018,#N/A,#N/A,#N/A,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,NA,Pennsylvania,47,yes,https://www.pennlive.com/midstate/2014/05/same-sex_marriage_in_pennsylva.html,#N/A
292,Bruno Lozano,USA,North America,#N/A,2018,#N/A,#N/A,#N/A,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Del Rio,Texas,#N/A,yes,https://www.intomore.com/impact/a-gay-man-in-heels-will-be-the-next-mayor-of-a-texas-border-town,#N/A
295,Jenny Durkan,USA,North America,#N/A,2017,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Seattle,Washington,62,yes,https://www.independent.co.uk/news/world/americas/us-politics/jenny-durkan-lesbian-seattle-mayor-first-woman-win-victory-election-a8044676.html,#N/A
296,Satya Rhodes-Conway,USA,North America,#N/A,2008,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Madison,Wisconsin,#N/A,yes,https://www.nbcnews.com/feature/nbc-out/chicago-s-lightfoot-leads-way-what-could-be-year-lesbian-n990451,#N/A
300,Jane castor,USA,North America,#N/A,2019,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Tampa,Florida,59,yes,https://en.wikipedia.org/wiki/Jane_Castor,#N/A
301,Melanie Hammett,USA,North America,#N/A,2016,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Pine lake,Georgia,#N/A,yes,https://www.projectq.us/lesbian-mayor-coasts-to-re-election-in-dekalbs-pine-lake/,#N/A
302,Chris Lain,USA,North America,#N/A,2017,#N/A,#N/A,#N/A,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Savanna,Illinois,#N/A,yes,https://www.oneillinois.com/stories/2018/3/29/introducing-one-illinois-akmh3,#N/A
303,Lori lightfoot,USA,North America,#N/A,2019,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Chicago,Illinois,57,yes,https://en.wikipedia.org/wiki/List_of_the_first_LGBT_holders_of_political_offices,#N/A
304,Jim Carruthers,USA,North America,#N/A,2015,#N/A,#N/A,#N/A,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Traverse City,Michigan,#N/A,yes,https://www.northernexpress.com/news/feature/article-5302-fighting-for-gay-rights/,#N/A
305,David Smith,USA,North America,#N/A,2016,#N/A,#N/A,#N/A,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Winchester,Virginia,#N/A,yes,https://www.winchesterstar.com/winchester_star/the-race-for-mayor-smith-vs-bostick/article_58725de8-98f4-59eb-9926-044dbf6ebf60.html,#N/A
306,Pete Buttigige,USA,North America,#N/A,2012,#N/A,#N/A,2020,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,South bend,Indiana,38,no,https://www.southbendtribune.com/news/local/south-bend-mayor-why-coming-out-matters/article_4dce0d12-1415-11e5-83c0-739eebd623ee.html,#N/A
307,Julia Fahl,USA,North America,#N/A,2019,#N/A,#N/A,2020,Lesbian,Woman,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Lambertville,New Jersey,#N/A,no,https://outinjersey.net/julia-fahl-an-out-lesbian-wins-in-lambertville/,#N/A
308,Jackie Biskupski,USA,North America,#N/A,2016,#N/A,#N/A,2020,Lesbian,Woman,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Salt like city,Utah,54,no,https://en.wikipedia.org/wiki/Jackie_Biskupski,#N/A
310,Jim Gray,USA,North America,#N/A,2011,#N/A,#N/A,2019,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Lexington,Kentucky,67,no,https://www.washingtonpost.com/wp-dyn/content/article/2010/11/02/AR2010110206493.html,#N/A
311,David W. Coulter,USA,North America,#N/A,2011,#N/A,#N/A,2019,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Ferndale,Michigan,51,no,https://www.mlive.com/news/detroit/2013/10/ferndales_dave_coulter_believe.html,#N/A
313,Bruce harris,USA,North America,#N/A,2012,#N/A,#N/A,2019,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Chatham Borough,New Jersey,63,no,https://www.inquirer.com/philly/blogs/christie_chronicles/Christie-nominates-a-gay-Republican-and-a-Korean-immigrant-to-Supreme-Court.html,#N/A
314,Denise Simmons,USA,North America,#N/A,2016,#N/A,#N/A,2018,Lesbian,Woman,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Cambridge,Massachusetts,68,no,https://www.queerty.com/black-lesbian-makes-history-in-massachusetts-20080116,#N/A
315,Reed Gusciora,USA,North America,#N/A,1996,#N/A,#N/A,2018,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Trenton,New Jersey,60,no,https://www.nj.com/news/2008/05/california_ruling_on_gay_marri.html,#N/A
316,Tim Eustace,USA,North America,#N/A,2012,#N/A,#N/A,2018,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Maywood,New Jersey,63,no,https://observer.com/new-jersey-politics/,#N/A
317,Javier Gonzales,USA,North America,#N/A,2014,#N/A,#N/A,2018,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Santa Fe,New Mexico,54,no,https://www.advocate.com/politics/election/2014/03/05/santa-fe-selects-its-first-gay-mayor-javier-gonzales,#N/A
318,Jess Herbst,USA,North America,#N/A,2016,#N/A,#N/A,2018,Transgender,Woman,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,New hope,Texas,61,no,https://www.independent.co.uk/news/world/americas/jess-herbst-texas-mayor-transgender-a7557861.html,#N/A
323,Don Guardian,USA,North America,#N/A,2014,#N/A,#N/A,2017,Gay,Male,Republican Party,Religious Right,#N/A,Mayor,Mayor,#N/A,#N/A,Atlantic City,New Jersey,67,no,https://pressofatlanticcity.com/politics/don-guardian-sworn-in-as-atlantic-city-s-new-mayor/article_e1b5309a-7273-11e3-b56e-0019bb2963f4.html,#N/A
324,Ed Murray,USA,North America,#N/A,2014,#N/A,#N/A,2017,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Seattle,Washington,65,no,http://apps.seattletimes.com/elections/2013/general/seattle-mayoral-race/candidates/ed-murray/,#N/A
326,Bao Nguyen,USA,North America,#N/A,2014,#N/A,#N/A,2016,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Garden grove,California,40,no,https://victoryfund.org/bao-nguyen-announces-congressional-run/,#N/A
327,Anniese Parker,USA,North America,#N/A,2010,#N/A,#N/A,2016,Lesbian,Woman,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Houston,Texas,64,no,https://lgbtqrightsrep.files.wordpress.com/2015/10/lgbt_report_trans_v4.pdf,#N/A
328,Steve Pougnet,USA,North America,#N/A,2007,#N/A,#N/A,2015,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Palm springs,California,57,no,https://web.archive.org/web/20101006074807/http://www.365gay.com/news/gay-candidates-for-congress-draw-interest-hope/,#N/A
329,Daryl Justin Finizio,USA,North America,#N/A,2011,#N/A,#N/A,2015,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,New London,Connecticut,42,no,https://web.uri.edu/quadangles/a-passion-for-politics/,#N/A
330,Pedro Segarra,USA,North America,#N/A,2010,#N/A,#N/A,2015,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Hartford,Connecticut,61,no,https://www.nytimes.com/2010/06/26/nyregion/26hartford.html,#N/A
331,Mark Kleinschmidt,USA,North America,#N/A,2009,#N/A,#N/A,2015,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Chapel hill,North Carolina,50,no,https://www.wunc.org/post/chapel-hills-first-openly-gay-mayor-reflects-his-home,#N/A
332,Stu Rasmussen,USA,North America,#N/A,2009,#N/A,#N/A,2015,Transgender,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Sliverton,Oregon,72,no,https://www.independent.co.uk/news/world/americas/us-election-diary-the-sex-change-we-can-all-believe-in-1003960.html,#N/A
333,Evan Low,USA,North America,#N/A,2010,#N/A,#N/A,2014,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Campbell,California,37,no,https://www.mercurynews.com/2009/12/02/campbells-evan-low-sworn-in-as-youngest-asian-american-openly-gay-mayor-in-the-country/,#N/A
334,Robert Garcia,USA,North America,#N/A,2009,#N/A,#N/A,2014,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Long beach,California,42,no,https://en.wikipedia.org/wiki/Robert_Garcia_(California_politician),#N/A
335,Todd Gloria,USA,North America,#N/A,2013,#N/A,#N/A,2014,Gay,Male,Democratic Party,left,#N/A,Mayor,Mayor,#N/A,#N/A,San digeo,California,42,no,https://www.advocate.com/politics/politicians/2013/08/23/san-diego-mayor-resigns-city-will-have-gay-interim-mayor,#N/A
338,Todd Novak,USA,North America,#N/A,2012,#N/A,#N/A,2014,Gay,Male,Republican Party,Religious Right,#N/A,Mayor,Mayor,#N/A,#N/A,Dodgeville,Wisconsin,55,no,https://madison.com/news/local/writers/jack_craver/meet-todd-novak-openly-gay-republican-assembly-candidate-from-dodgeville/article_d28cadc0-9814-11e3-9f66-0019bb2963f4.html,#N/A
340,Craig Lowe,USA,North America,#N/A,2010,#N/A,#N/A,2013,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Gainsville,Florida,62,no,https://en.wikipedia.org/wiki/Craig_Lowe,#N/A
341,Greg Davis,USA,North America,#N/A,1997,#N/A,#N/A,2013,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Southaven,Mississippi,54,no,https://news.yahoo.com/miss-mayor-reveals-gay-visiting-gay-sex-shop-142405501.html?guccounter=1&guce_referrer=aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnLw&guce_referrer_sig=AQAAACb-w5476CNkWVCe2CKAR-VCWxwN0BRLHBWgs0Hc4qclIaVkI7VE6CO0yP1SXPUtIa6DYjf01VTk8AVba0HMBz1q2LopuaVz1pJIZN1C8QWBk7wQ8V_tzaZvJGwNO6XIxoWPoZ0kNfJXD7frb9coYU6u8rmZT2oUMv4iHePJzmGC,#N/A
342,Lydia Lavelle,USA,North America,#N/A,2007,#N/A,#N/A,2013,lesbian,Woman,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,carrboro,North Carolina,59,no,https://chapelboro.com/news/local-government/carrboro-celebrates-ncs-first-openly-lesbian-mayor,#N/A
343,Satya Rhodes,USA,North America,#N/A,2007,#N/A,#N/A,2013,Lesbian,Woman,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Maddison,Wisconsin,48,no,https://madison.com/ct/news/local/govt-and-politics/its-a-big-deal-madison-lgbtq-community-embraces-satya-rhodes-conway-election/article_f6028201-b8c7-59ec-b084-992e347f1434.html,#N/A
345,Samuel Francis Adams,USA,North America,#N/A,2009,#N/A,#N/A,2012,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Portland,Oregon,57,no,https://web.archive.org/web/20081009211052/http://www.kgw.com/election2002/stories/kgw_051908_election_portland_mayoral_race_.ced71e0.html,#N/A
347,Mike Gin,USA,North America,#N/A,2005,#N/A,#N/A,2011,Gay,Male,Republican Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Redondo Beach,California,#N/A,no,https://www.ebar.com/news/article.php?ch=news&sc=article.php,#N/A
348,Craig Covey,USA,North America,#N/A,2008,#N/A,#N/A,2011,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Fern dale,Michigan,62,no,https://www.mlive.com/news/grand-rapids/2009/10/director_who_won_oscar_for_mil.html,#N/A
350,David Cicilline,USA,North America,#N/A,2003,#N/A,#N/A,2011,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Providence,Rhode Island,59,no,https://www.thefreelibrary.com/Leading+Providence%3A+David+Cicilline+becomes+the+first+openly+gay...-a095916251,#N/A
353,Jerry R. Birdwell,USA,North America,#N/A,2008,#N/A,#N/A,2009,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,South lake Tahoe,California,71,no,https://dallas.edgemedianetwork.com/story.php?ch=news&sc=&sc2=news&sc3=&id=84904,#N/A
354,Kevin Burns,USA,North America,#N/A,2005,#N/A,#N/A,2009,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,North Miami,Florida,61,no,https://en.wikipedia.org/wiki/Category:LGBT_mayors_of_places_in_the_United_States,#N/A
356,Samuel Adams,USA,North America,#N/A,2005,#N/A,#N/A,2009,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Portland,Oregon,56,no,https://outforamerica.org/?office-level=Mayor&sexual-orientation=Bisexual%2CGay%2CHeterosexual%2CLesbian%2CPansexual%2CQueer%2CSame-gender%20loving,#N/A
358,Gina Genovese,USA,North America,#N/A,2006,#N/A,#N/A,2007,Lesbian,Woman,Independent,Independent,#N/A,Mayor,Mayor,#N/A,#N/A,Longhill township,New Jersey,61,no,https://www.lesbiannews.com/gina-genovese-new-jersey-governor/,#N/A
359,John R. Noguez,USA,North America,#N/A,2004,#N/A,#N/A,2007,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Huntington park,California,55,no,http://www.laweekly.com/assessor-john-noguez-to-stay-behind-bars-accused-of-leading-a-double-life/,#N/A
360,Ron Oden,USA,North America,#N/A,2003,#N/A,#N/A,2007,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Palm Springs,California,70,no,https://www.wtsp.com/article/news/community/famous-black-lgbt-americans-pride/67-03722102-620d-40dd-a8e4-5210ab0cfbd9,#N/A
361,Kenneth Reeves,USA,North America,#N/A,2006,#N/A,#N/A,2007,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Cambridge,Massachusetts,69,no,https://web.archive.org/web/20050228220027/http://www.pridesource.com/article.shtml?article=6434,#N/A
362,Steve Padilla,USA,North America,#N/A,2002,#N/A,#N/A,2006,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Chula Vista,California,53,no,https://web.archive.org/web/20070929103025/http://www.365gay.com/newscon05/08/080105sdMayor.htm,#N/A
363,Daniel Stewart,USA,North America,#N/A,2000,#N/A,#N/A,2006,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Plattsburgh,New York,58,no,https://en.wikipedia.org/wiki/Daniel_Stewart_(politician),#N/A
364,Guy Padgett,USA,North America,#N/A,2005,#N/A,#N/A,2006,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Casper,Wyoming,42,no,https://en.wikipedia.org/wiki/Guy_Padgett,#N/A
367,James West,USA,North America,#N/A,2003,#N/A,#N/A,2005,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Spokane,Washington,55,no,https://www.nytimes.com/2006/07/25/us/25west.html,#N/A
368,Neil Giuliano,USA,North America,#N/A,1994,#N/A,#N/A,2004,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Tempe,Arizona,63,no,https://boston.edgemedianetwork.com/story.php?ch=news&sc=politics&sc2=features&sc3=&id=136358,#N/A
372,Jim McGreevey,USA,North America,#N/A,1992,#N/A,#N/A,2002,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Woodbridge Township,New Jersey,63,no,https://www.cnn.com/2004/ALLPOLITICS/08/12/mcgreevey.nj/,#N/A
373,Patrick Guerriero,USA,North America,#N/A,1998,#N/A,#N/A,2001,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Melrose,Massachusetts,#N/A,no,https://web.archive.org/web/20120320073348/http://www.thebostonchannel.com/news/1168473/detail.html,#N/A
376,Bill Crews,USA,North America,#N/A,1984,#N/A,#N/A,1998,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Melbourne,Iowa,68,no,"https://news.google.com/newspapers?nid=1298&dat=19940318&id=weYyAAAAIBAJ&sjid=tQcGAAAAIBAJ&pg=1867,3216408",#N/A
377,Richard Heyman,USA,North America,#N/A,1983,#N/A,#N/A,1994,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Key west,Florida,Dead,no,https://www.nytimes.com/1994/09/17/obituaries/richard-a-heyman-dies-at-59-one-of-first-openly-gay-mayors.html,#N/A
379,John Laird,USA,North America,#N/A,1981,#N/A,#N/A,1988,Gay,Male,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,Santa Cruz,California,70,no,https://library.ucsc.edu/reg-hist/john-laird,#N/A
381,Valerie Terrigno,USA,North America,#N/A,1984,#N/A,#N/A,1986,Lesbian,Woman,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,West Hollywood,California,66,no,https://www.nytimes.com/1986/03/16/us/around-the-nation-ex-mayor-is-convicted-in-west-hollywood-case.html,#N/A
384,Austin Quinn-Davidson,USA,North America,#N/A,2007,#N/A,#N/A,#N/A,Lesbian,Woman,Independent,Independent,#N/A,Mayor,Mayor,#N/A,#N/A,Anchorage,Alaska,40,#N/A,https://www.usatoday.com/story/news/nation/2020/10/18/anchorage-alaska-mayor-austin-quinn-davidson/3700785001/,#N/A
385,Toni G. Atkins,USA,North America,#N/A,2005,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,#N/A,Mayor,Mayor,#N/A,#N/A,San Diego,California,58,#N/A,https://www.latimes.com/local/political/la-me-pc-toni-atkins-speaker-20140317-story.html#axzz2wbp5X3j9,#N/A
386,Gary Cloutier,USA,North America,#N/A,#N/A,#N/A,#N/A,#N/A,Gay,Male,Independent,Independent,#N/A,Mayor,Mayor,#N/A,#N/A,Vallejo,California,#N/A,#N/A,https://en.wikipedia.org/wiki/Gary_Cloutier#cite_note-recount-5,#N/A
388,Willy Marshall,USA,North America,#N/A,2001,#N/A,#N/A,#N/A,Gay,Male,Libertarian,Radical Right,#N/A,Mayor,Mayor,#N/A,#N/A,Big Water,Utah,#N/A,#N/A,https://www.qsaltlake.com/,#N/A
395,Gerry Studds,USA,North America,Massachusetts 12th and 10th districts,1972,Not Out,1983,1987,Gay,#N/A,Democratic Party,Left,MP,Parliament,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
401,Steve Gunderson,USA,North America,Wisconsin's 3rd District,1980,Not Out,1994,1997,Gay,#N/A,Republican Party,Religious Right,MP,Parliament,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
433,Jim Kolbe,USA,North America,Arizona 5th and 8th districts,1984,Not Out,1996,2007,Gay,#N/A,Republican Party,Religious Right,MP,Parliament,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
465,Barney Frank,USA,North America,Massachusetts's 4th district,1982,Not Out,1987,2012,Gay,#N/A,Democratic Party,Left,MP,Parliament,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
466,Tammy Baldwin,USA,North America,Wisconsin's 2nd district,1998,Out,1998,2012,Lesbian,#N/A,Democratic Party,Left,MP,Parliament,,https://www.baldwin.senate.gov/,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
491,Michael Michaud,USA,North America,Maine's 2nd district,2003,Not Out,2013,2014,Gay,#N/A,Democratic Party,Left,MP,Parliament,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
529,Jared Polis,USA,North America,Colorado's 2nd district,2008,Out,2008,2018,Gay,#N/A,Democratic Party,Left,MP,Parliament,,https://www.colorado.gov/governor/,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
530,Kyrsten Sinema,USA,North America,Arizona's 9th district,2012,Out,2012,2018,Bisexual,#N/A,Democratic Party,Left,MP,Parliament,,https://www.sinema.senate.gov/,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
557,Katie Hill,USA,North America,California's 25th district,2018,Out,2018,2019,Bisexual,#N/A,Democratic Party,Left,MP,Parliament,,https://www.katiehillforcongress.com/,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
746,David Cicilline,USA,North America,Rhode Island's 1st district,2010,Out,2010,#N/A,Gay,#N/A,Democratic Party,Left,MP,Parliament,,https://cicilline.house.gov/,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
747,Sean Patrick Maloney,USA,North America,New York's 18th district,2012,Out,2012,#N/A,Gay,#N/A,Democratic Party,Left,MP,Parliament,,https://www.seanmaloney.com/,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
748,Mark Pocan,USA,North America,Wisconsin's 2nd district,2012,Out,2012,#N/A,Gay,#N/A,Democratic Party,Left,MP,Parliament,,https://pocan.house.gov/,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
749,Mark Takano,USA,North America,California's 41st district,2012,Out,2012,#N/A,Gay,#N/A,Democratic Party,Left,MP,Parliament,,https://takano.house.gov/,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
750,Angie Craig,USA,North America,Minnesota's 2nd district,2018,Out,2018,#N/A,Lesbian,#N/A,Democratic Party,Left,MP,Parliament,,https://craig.house.gov/,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
751,Chirs Pappas,USA,North America,New Hampshire's 1st district,2018,Out,2018,#N/A,Gay,#N/A,Democratic Party,Left,MP,Parliament,,https://pappas.house.gov/,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
752,Sharice Davids,USA,North America,Kansas's 3rd district,2018,Out,2018,#N/A,Lesbian,#N/A,Democratic Party,Left,MP,Parliament,,https://davids.house.gov/,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
753,Richie Torres,USA,North America,New York's 15th district,2020,Out,2020,#N/A,Gay,#N/A,Democratic Party,Left,MP,Parliament,,https://www.torres.nyc/,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
754,Mondaire Jones,USA,North America,New York's 17th district,2020,Out,2020,#N/A,Gay,#N/A,Democratic Party,Left,MP,Parliament,,https://mondaireforcongress.com/,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
765,Kate Brown,USA,North America,Oregon,2015,Out,2015,#N/A,Bisexual,#N/A,Democratic Party,Left,Governor ,Premiers and Governors,,#N/A,#N/A,#N/A,Oregon,#N/A,#N/A,#N/A,#N/A
766,Jared Polis,USA,North America,Colorado,2018,Out,2018,#N/A,Gay,#N/A,Democratic Party,Left,Governor,Premiers and Governors,,#N/A,#N/A,#N/A,Colorado,#N/A,#N/A,#N/A,#N/A
783,Benjamin Cruz (a),USA,North America,#N/A,2005,#N/A,#N/A,2018,Gay,Man,Democratic Party,Left,Guam Legislature,State Legislature,,https://ballotpedia.org/Benjamin_Cruz,#N/A,#N/A,Guam*,#N/A,No,#N/A,Asian/Pacific Islander
784,Blake Oshiro,USA,North America,33,2000,#N/A,#N/A,2011,Gay,Man,Democratic Party,Left,Hawaii House of Representatives,State Legislature,,https://ballotpedia.org/Blake_Oshiro,#N/A,#N/A,Hawaii,#N/A,No,#N/A,Asian/Pacific Islander
785,Heather Giugni,USA,North America,33,2012,#N/A,#N/A,2013,Lesbian,Woman,Democratic Party,Left,Hawaii House of Representatives,State Legislature,,https://ballotpedia.org/Heather_Giugni,#N/A,#N/A,Hawaii,#N/A,No,#N/A,Asian/Pacific Islander
786,Evan Low,USA,North America,28,2014,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,California State Assembly,State Legislature,,http://evanlowforassembly.com/,#N/A,#N/A,California,#N/A,Yes,#N/A,Asian/Pacific Islander
787,Alex Lee,USA,North America,25,2021,#N/A,#N/A,#N/A,Bisexual,Man,Democratic Party,Left,California State Assembly,State Legislature,,#N/A,#N/A,#N/A,California,#N/A,Yes,#N/A,Asian/Pacific Islander
788,Sam Park,USA,North America,101,2016,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Georgia House of Representatives,State Legislature,,http://www.samforgeorgia.com/,#N/A,#N/A,Georgia,#N/A,Yes,#N/A,Asian/Pacific Islander
789,Marvin Lim,USA,North America,99,2021,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Georgia House of Representatives,State Legislature,,https://www.marvinlimforga.com/,#N/A,#N/A,Georgia,#N/A,Yes,#N/A,Asian/Pacific Islander
792,Adrian Tam,USA,North America,22,2021,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Hawaii House of Representatives,State Legislature,,https://www.adrianforhawaii.com/,#N/A,#N/A,Hawaii,#N/A,Yes,#N/A,Asian/Pacific Islander
793,Jason Bartlett,USA,North America,2,2006,#N/A,#N/A,2011,Gay,Man,Democratic Party,Left,Connecticut State Senate,State Legislature,,https://2020bartlett.com/,#N/A,#N/A,Connecticut,#N/A,No,#N/A,Black
794,Rashad Taylor,USA,North America,55,2008,#N/A,#N/A,2013,Gay,Man,Democratic Party,Left,Georgia House of Representatives,State Legislature,,https://ballotpedia.org/Rashad_Taylor,#N/A,#N/A,Georgia,#N/A,No,#N/A,Black
795,Simone Bell,USA,North America,58,2009,#N/A,#N/A,2015,Lesbian,Woman,Democratic Party,Left,Georgia House of Representatives,State Legislature,,https://ballotpedia.org/Simone_Bell,#N/A,#N/A,Georgia,#N/A,No,#N/A,Black
796,Keisha Waites,USA,North America,60,2012,#N/A,#N/A,2017,Lesbian,Woman,Democratic Party,Left,Georgia House of Representatives,State Legislature,,https://www.keishawaites.com/,#N/A,#N/A,Georgia,#N/A,No,#N/A,Black
797,Mary L. Washington,USA,North America,43,2010,#N/A,#N/A,2019,Lesbian,Woman,Democratic Party,Left,Maryland House of Delegates,State Legislature,,https://electmarywashington.com/,#N/A,#N/A,Maryland,#N/A,No,#N/A,Black
798,Shevrin Jones,USA,North America,101,2012,#N/A,#N/A,2020,Gay,Man,Democratic Party,Left,Florida House of Representaives,State Legislature,,https://shevrinjones.com/,#N/A,#N/A,Florida,#N/A,No,#N/A,Black
799,Leslie Herod,USA,North America,8,2016,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Colorado House of Representatives,State Legislature,,https://www.leslieherodforcolorado.com/,#N/A,#N/A,Colorado,#N/A,Yes,#N/A,Black
800,Marie Pinkney,USA,North America,13,2021,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Delaware State Senate,State Legislature,,http://marieforsenate.com/,#N/A,#N/A,Delaware,#N/A,Yes,#N/A,Black
